	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_description	vogdb_categories	heme_regulatory_motif_count
PKUV01_ENA|PKUV01000174|PKUV01000174.1_14	PKUV01	ENA|PKUV01000174|PKUV01000174.1	14	18362	19270	-1	C		aba:Acid345_4403  metal dependent phosphohydrolase	False	0.361	179.0	4.355e-47												0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_15	PKUV01	ENA|PKUV01000174|PKUV01000174.1	15	19446	20495	-1	A	K03306	aba:Acid345_3131  phosphate transporter; K03306 inorganic phosphate transporter, PiT family	True	0.718	489.0	4.191999999999998e-153								Phosphate transporter family [PF01384.20]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_16	PKUV01	ENA|PKUV01000174|PKUV01000174.1	16	20724	21338	-1	C	K07220	aba:Acid345_3130  hypothetical protein; K07220 hypothetical protein	False	0.575	228.0	1.6899999999999999e-65								Protein of unknown function DUF47 [PF01865.16]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_17	PKUV01	ENA|PKUV01000174|PKUV01000174.1	17	21442	22374	-1	A	K03733	aba:Acid345_2860  tyrosine recombinase XerC subunit; K03733 integrase/recombinase XerC	True	0.706	431.0	6.750999999999996e-134								Phage integrase family [PF00589.22]; Phage integrase, N-terminal SAM-like domain [PF02899.17]; Phage integrase, N-terminal SAM-like domain [PF13495.6]; Phage integrase SAM-like domain [PF13102.6]		sp|O10330|VLF1_NPVOP Very late expression factor 1; Xr	Xr	0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_18	PKUV01	ENA|PKUV01000174|PKUV01000174.1	18	22475	23404	-1	A	K04763	aba:Acid345_2861  tyrosine recombinase XerD subunit; K04763 integrase/recombinase XerD	True	0.648	391.0	7.757999999999996e-120								Phage integrase family [PF00589.22]; Phage integrase, N-terminal SAM-like domain [PF02899.17]; Phage integrase, N-terminal SAM-like domain [PF13495.6]		sp|O10330|VLF1_NPVOP Very late expression factor 1; Xr	Xr	0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_19	PKUV01	ENA|PKUV01000174|PKUV01000174.1	19	23749	24471	-1	C		aba:Acid345_2862  hypothetical protein	False	0.581	258.0	2.3649999999999997e-75								Protein of unknown function DUF72 [PF01904.18]		REFSEQ hypothetical protein; Xu	Xu	0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_20	PKUV01	ENA|PKUV01000174|PKUV01000174.1	20	24629	24991	1	C		sus:Acid_4411  ArsR family transcriptional regulator	False	0.718	166.0	1.259e-45								Helix-turn-helix domain [PF12840.7]; Bacterial regulatory protein, arsR family [PF01022.20]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_21	PKUV01	ENA|PKUV01000174|PKUV01000174.1	21	25003	25863	1	A		sus:Acid_4410  arsM; arsenite S-adenosylmethyltransferase	True	0.738	424.0	6.673999999999995e-132								ubiE/COQ5 methyltransferase family [PF01209.18]; Methyltransferase domain [PF13847.6]; Methyltransferase domain [PF08241.12]; Methyltransferase domain [PF13649.6]; Methyltransferase domain [PF13489.6]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.19]; Methyltransferase small domain [PF05175.14]; Mycolic acid cyclopropane synthetase [PF02353.20]; Putative RNA methylase family UPF0020 [PF01170.18]; O-methyltransferase domain [PF00891.18]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.13]; Hypothetical methyltransferase [PF05148.15]; 16S rRNA methyltransferase RsmB/F [PF01189.17]; tRNA methyltransferase complex GCD14 subunit [PF08704.10]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_22	PKUV01	ENA|PKUV01000174|PKUV01000174.1	22	25930	26421	1	C	K03741	aca:ACP_3442  arsC; arsenate reductase (EC:1.20.4.1); K03741 arsenate reductase [EC:1.20.4.1]	False	0.715	234.0	2.387999999999999e-68								Low molecular weight phosphotyrosine protein phosphatase [PF01451.21]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_23	PKUV01	ENA|PKUV01000174|PKUV01000174.1	23	26644	27717	1	C	K03325	aca:ACP_3443  arsB; arsenical-resistance protein; K03325 arsenite transporter, ACR3 family	False	0.804	572.0	6.188999999999995e-182								Sodium Bile acid symporter family [PF01758.16]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_24	PKUV01	ENA|PKUV01000174|PKUV01000174.1	24	27752	29296	1	A		aba:Acid345_0622  peptidase M16-like	True	0.687	670.0	1.1489999999999989e-212	MER0065345	M16B	MER0065345 - subfamily M16B unassigned peptidases (Koribacter versatilis) [M16.UPB]#M16B#{peptidase unit: 36-316}~source YP_589701~	True	0.7040000000000001	402.0	3.3649999999999983e-121	Peptidase M16 inactive domain [PF05193.21]; Insulinase (Peptidase family M16) [PF00675.20]		sp|Q5UPX9|YL233_MIMIV Putative zinc protease L233; Xh	Xh	0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_25	PKUV01	ENA|PKUV01000174|PKUV01000174.1	25	29293	30846	1	A		aba:Acid345_0621  peptidase M16-like	True	0.623	584.0	7.290999999999992e-183	MER0929263	M16B	MER0929263 - subfamily M16B non-peptidase homologues (Microcoleus sp. PCC 7113) [M16.UNB]#M16B#{peptidase unit: 77-432}~source K9WAQ8~	False	0.481	313.0	7.433999999999997e-91	Peptidase M16 inactive domain [PF05193.21]; Insulinase (Peptidase family M16) [PF00675.20]		sp|Q5UPX9|YL233_MIMIV Putative zinc protease L233; Xh	Xh	0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_26	PKUV01	ENA|PKUV01000174|PKUV01000174.1	26	30895	31458	-1	E																		0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_27	PKUV01	ENA|PKUV01000174|PKUV01000174.1	27	31599	32819	1	A		aba:Acid345_0959  serine phosphatase	True	0.518	374.0	2.409999999999999e-112								Stage II sporulation protein E (SpoIIE) [PF07228.12]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_28	PKUV01	ENA|PKUV01000174|PKUV01000174.1	28	33048	34892	-1	A		gbm:Gbem_1114  hypothetical protein	True	0.389	387.0	1.2259999999999992e-113								Tetratricopeptide repeat [PF13429.6]; Tetratricopeptide repeat [PF13432.6]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.7]				0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_29	PKUV01	ENA|PKUV01000174|PKUV01000174.1	29	35687	36178	1	C		aba:Acid345_1569  pilin, type IV	False	0.529	165.0	2.2430000000000005e-44												0
PKUV01_ENA|PKUV01000174|PKUV01000174.1_30	PKUV01	ENA|PKUV01000174|PKUV01000174.1	30	36561	37031	1	C		aba:Acid345_1569  pilin, type IV	False	0.545	156.0	2.337e-41												0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_1	PKUV01	ENA|PKUV01000175|PKUV01000175.1	1	2	214	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_2	PKUV01	ENA|PKUV01000175|PKUV01000175.1	2	211	363	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_3	PKUV01	ENA|PKUV01000175|PKUV01000175.1	3	384	521	1	D														Protein of unknown function (DUF2934) [PF11154.8]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_4	PKUV01	ENA|PKUV01000175|PKUV01000175.1	4	627	743	1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_5	PKUV01	ENA|PKUV01000175|PKUV01000175.1	5	875	1126	1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_6	PKUV01	ENA|PKUV01000175|PKUV01000175.1	6	1119	1229	1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_7	PKUV01	ENA|PKUV01000175|PKUV01000175.1	7	1213	1950	-1	C		aba:Acid345_2941  hypothetical protein	False	0.282	118.0	5.559e-27								Universal stress protein family [PF00582.26]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_8	PKUV01	ENA|PKUV01000175|PKUV01000175.1	8	2136	2507	-1	C		aba:Acid345_0816  hypothetical protein	False	0.363	68.0	1.482e-11												0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_9	PKUV01	ENA|PKUV01000175|PKUV01000175.1	9	3319	4041	1	C		aba:Acid345_3455  Crp/FNR family transcriptional regulator	False	0.483	210.0	1.4749999999999995e-58								Cyclic nucleotide-binding domain [PF00027.29]; Crp-like helix-turn-helix domain [PF13545.6]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_10	PKUV01	ENA|PKUV01000175|PKUV01000175.1	10	4160	4306	1	C		geo:Geob_2478  CzcA family heavy metal efflux pump	False	0.895	64.0	1.248e-11												0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_11	PKUV01	ENA|PKUV01000175|PKUV01000175.1	11	4292	4531	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_12	PKUV01	ENA|PKUV01000175|PKUV01000175.1	12	4603	5337	-1	C		sus:Acid_2524  hypothetical protein	False	0.7140000000000001	342.0	2.099999999999999e-104								Domain of unknown function (DUF932) [PF06067.11]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_13	PKUV01	ENA|PKUV01000175|PKUV01000175.1	13	5316	5528	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_14	PKUV01	ENA|PKUV01000175|PKUV01000175.1	14	5545	5934	1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_15	PKUV01	ENA|PKUV01000175|PKUV01000175.1	15	5973	8315	-1	C		tsh:Tsac_2705  DEAD/DEAH box helicase	False	0.384	453.0	1.254999999999999e-133										sp|Q9T1Q7|VP41_BPAPS Putative protein p41; Xu	Xu	0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_16	PKUV01	ENA|PKUV01000175|PKUV01000175.1	16	8636	10903	-1	C		sus:Acid_3443  glycyl aminopeptidase	False	0.522	606.0	1.589999999999999e-186	MER0051298	M61	MER0051298 - glycyl aminopeptidase (Solibacter usitatus) [M61.001]#M61#{peptidase unit: 21-619}~source EAM58500~	False	0.534	602.0	3.465999999999997e-186	M61 glycyl aminopeptidase [PF05299.12]; Peptidase M61 N-terminal domain [PF17899.1]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_17	PKUV01	ENA|PKUV01000175|PKUV01000175.1	17	11022	11375	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_18	PKUV01	ENA|PKUV01000175|PKUV01000175.1	18	11569	13290	-1	A		ava:Ava_1520  beta-lactamase	True	0.438	413.0	3.574e-123	MER1004181	S12	MER1004181 - family S12 unassigned peptidases (Hyalangium minutum) [S12.UPW]#S12#{peptidase unit: 49-345}~source A0A085W7S4~	True	0.618	359.0	8.144999999999996e-106	Beta-lactamase [PF00144.24]		REFSEQ minor tail protein; Xu	Xu	0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_19	PKUV01	ENA|PKUV01000175|PKUV01000175.1	19	13304	17230	-1	C		aba:Acid345_0395  hypothetical protein	False	0.507	1231.0	0.0								Carboxypeptidase regulatory-like domain [PF13620.6]; SdrD B-like domain [PF17210.3]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_20	PKUV01	ENA|PKUV01000175|PKUV01000175.1	20	17419	18291	1	C		aba:Acid345_3832  RpiR family transcriptional regulator	False	0.5579999999999999	297.0	1.1049999999999993e-87								SIS domain [PF01380.22]; Helix-turn-helix domain, rpiR family [PF01418.17]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_21	PKUV01	ENA|PKUV01000175|PKUV01000175.1	21	18364	20412	1	A	K02549	aba:Acid345_3834  mandelate racemase/muconate lactonizing enzyme; K02549 O-succinylbenzoate synthase [EC:4.2.1.113]	True	0.688	502.0	8.659999999999995e-152								Enolase C-terminal domain-like [PF13378.6]; Mandelate racemase / muconate lactonizing enzyme, N-terminal domain [PF02746.16]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_22	PKUV01	ENA|PKUV01000175|PKUV01000175.1	22	20867	21874	-1	C		afe:Lferr_0328  integrase family protein	False	0.597	386.0	1.0389999999999997e-117								Phage integrase family [PF00589.22]; Phage integrase, N-terminal SAM-like domain [PF02899.17]; Phage integrase, N-terminal SAM-like domain [PF13495.6]		sp|O10330|VLF1_NPVOP Very late expression factor 1; Xr	Xr	0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_23	PKUV01	ENA|PKUV01000175|PKUV01000175.1	23	21867	22811	-1	C		pol:Bpro_0712  phage integrase	False	0.45	256.0	4.356999999999998e-73								Phage integrase family [PF00589.22]		sp|O10330|VLF1_NPVOP Very late expression factor 1; Xr	Xr	0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_24	PKUV01	ENA|PKUV01000175|PKUV01000175.1	24	22808	24157	-1	C		pol:Bpro_0711  phage integrase	False	0.403	289.0	1.326999999999999e-82								Phage integrase family [PF00589.22]; Phage integrase, N-terminal SAM-like domain [PF13495.6]		sp|O10330|VLF1_NPVOP Very late expression factor 1; Xr	Xr	0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_25	PKUV01	ENA|PKUV01000175|PKUV01000175.1	25	24436	25104	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_26	PKUV01	ENA|PKUV01000175|PKUV01000175.1	26	25101	26138	-1	C		dti:Desti_3410  hypothetical protein	False	0.32299999999999995	173.0	2.4940000000000004e-44								N-6 DNA Methylase [PF02384.16]; Methyltransferase small domain [PF05175.14]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_27	PKUV01	ENA|PKUV01000175|PKUV01000175.1	27	26188	27057	-1	C		aba:Acid345_1198  hypothetical protein	False	0.596	306.0	5.611999999999997e-91												0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_28	PKUV01	ENA|PKUV01000175|PKUV01000175.1	28	27161	27289	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_29	PKUV01	ENA|PKUV01000175|PKUV01000175.1	29	27471	27677	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_30	PKUV01	ENA|PKUV01000175|PKUV01000175.1	30	27835	28875	-1	C		tsc:TSC_c06080  Rad52/22 double-strand break repair protein	False	0.3670000000000001	91.0	5.09e-17								Rad52/22 family double-strand break repair protein [PF04098.15]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_31	PKUV01	ENA|PKUV01000175|PKUV01000175.1	31	28890	29099	1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_32	PKUV01	ENA|PKUV01000175|PKUV01000175.1	32	29005	29442	-1	C	K03111	aba:Acid345_2223  single-strand binding protein; K03111 single-strand DNA-binding protein	False	0.759	184.0	1.423e-51								Single-strand binding protein family [PF00436.25]; Proline-rich [PF15240.6]		sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein; Xu	Xu	0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_33	PKUV01	ENA|PKUV01000175|PKUV01000175.1	33	29601	30236	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_34	PKUV01	ENA|PKUV01000175|PKUV01000175.1	34	30454	30645	-1	C		ajs:Ajs_4203  hypothetical protein	False	0.695	70.0	3.094e-13												0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_35	PKUV01	ENA|PKUV01000175|PKUV01000175.1	35	30656	31375	-1	E																		1
PKUV01_ENA|PKUV01000175|PKUV01000175.1_36	PKUV01	ENA|PKUV01000175|PKUV01000175.1	36	31347	32324	-1	C		mpz:Marpi_0402  hypothetical protein	False	0.28300000000000003	77.0	1.498e-12												0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_37	PKUV01	ENA|PKUV01000175|PKUV01000175.1	37	32385	32759	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_38	PKUV01	ENA|PKUV01000175|PKUV01000175.1	38	32798	33409	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_39	PKUV01	ENA|PKUV01000175|PKUV01000175.1	39	33411	33527	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_40	PKUV01	ENA|PKUV01000175|PKUV01000175.1	40	33524	34288	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_41	PKUV01	ENA|PKUV01000175|PKUV01000175.1	41	34301	34852	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_42	PKUV01	ENA|PKUV01000175|PKUV01000175.1	42	34818	35165	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_43	PKUV01	ENA|PKUV01000175|PKUV01000175.1	43	35203	36003	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_44	PKUV01	ENA|PKUV01000175|PKUV01000175.1	44	35994	37802	-1	C		dap:Dacet_0593  DNA transfer in the process of conjugation and F pilus assembly protein	False	0.202	78.0	4.563e-12								Type IV secretion-system coupling protein DNA-binding domain [PF10412.9]; Type IV secretory system Conjugative DNA transfer [PF02534.14]; Helicase HerA, central domain [PF01935.17]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_45	PKUV01	ENA|PKUV01000175|PKUV01000175.1	45	37799	38026	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_46	PKUV01	ENA|PKUV01000175|PKUV01000175.1	46	38028	38930	-1	D														Conjugal transfer protein [PF03524.15]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_47	PKUV01	ENA|PKUV01000175|PKUV01000175.1	47	38911	41694	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_48	PKUV01	ENA|PKUV01000175|PKUV01000175.1	48	41923	42234	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_49	PKUV01	ENA|PKUV01000175|PKUV01000175.1	49	42258	42992	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_50	PKUV01	ENA|PKUV01000175|PKUV01000175.1	50	43024	43146	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_51	PKUV01	ENA|PKUV01000175|PKUV01000175.1	51	43167	44369	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_52	PKUV01	ENA|PKUV01000175|PKUV01000175.1	52	44372	45190	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_53	PKUV01	ENA|PKUV01000175|PKUV01000175.1	53	45203	46012	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_54	PKUV01	ENA|PKUV01000175|PKUV01000175.1	54	46009	48657	-1	C		ttl:TtJL18_2494  protein of unknown function DUF87	False	0.203	185.0	1.181e-44								AAA-like domain [PF12846.7]				0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_55	PKUV01	ENA|PKUV01000175|PKUV01000175.1	55	48660	48992	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_56	PKUV01	ENA|PKUV01000175|PKUV01000175.1	56	49007	49462	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_57	PKUV01	ENA|PKUV01000175|PKUV01000175.1	57	49483	50145	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_58	PKUV01	ENA|PKUV01000175|PKUV01000175.1	58	50173	50544	-1	E																		0
PKUV01_ENA|PKUV01000175|PKUV01000175.1_59	PKUV01	ENA|PKUV01000175|PKUV01000175.1	59	51760	51858	1	E																		0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_1	PKUV01	ENA|PKUV01000176|PKUV01000176.1	1	125	592	1	C		scu:SCE1572_35480  alkyl hydroperoxide reductase	False	0.77	239.0	1.9889999999999996e-70								AhpC/TSA family [PF00578.21]; Redoxin [PF08534.10]; SCO1/SenC [PF02630.14]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_2	PKUV01	ENA|PKUV01000176|PKUV01000176.1	2	720	1949	-1	C		sus:Acid_4250  geranylgeranyl reductase	False	0.463	316.0	3.599999999999998e-92								FAD binding domain [PF01494.19]; Lycopene cyclase protein [PF05834.12]; Tryptophan halogenase [PF04820.14]; HI0933-like protein [PF03486.14]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_3	PKUV01	ENA|PKUV01000176|PKUV01000176.1	3	2079	2360	-1	C		aba:Acid345_1582  hypothetical protein	False	0.5329999999999999	91.0	6.297999999999999e-20												0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_4	PKUV01	ENA|PKUV01000176|PKUV01000176.1	4	2623	2988	1	C		aba:Acid345_1581  HesB/YadR/YfhF	False	0.722	181.0	5.862e-51								Iron-sulphur cluster biosynthesis [PF01521.20]		sp|A0KNY6|ERPA_AERHH Iron-sulfur cluster insertion protein ErpA; Xh	Xh	0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_5	PKUV01	ENA|PKUV01000176|PKUV01000176.1	5	3194	4198	-1	C		aba:Acid345_1580  hypothetical protein	False	0.35200000000000004	160.0	3.51e-40												0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_6	PKUV01	ENA|PKUV01000176|PKUV01000176.1	6	4302	4883	-1	C		aba:Acid345_1579  hypothetical protein	False	0.411	139.0	5.875e-35												0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_7	PKUV01	ENA|PKUV01000176|PKUV01000176.1	7	4884	5423	-1	C	K02664	aba:Acid345_1578  hypothetical protein; K02664 type IV pilus assembly protein PilO	False	0.377	112.0	8.684e-26								Pilus assembly protein, PilO [PF04350.13]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_8	PKUV01	ENA|PKUV01000176|PKUV01000176.1	8	5423	6007	-1	C		aba:Acid345_1577  hypothetical protein	False	0.376	122.0	4.378e-29												0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_9	PKUV01	ENA|PKUV01000176|PKUV01000176.1	9	6082	6978	-1	C		aba:Acid345_1577  hypothetical protein	False	0.479	252.0	2.856999999999998e-72								Type IV pilus assembly protein PilM; [PF11104.8]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_10	PKUV01	ENA|PKUV01000176|PKUV01000176.1	10	6975	7283	-1	C		nwa:Nwat_0072  hypothetical protein	False	0.579	81.0	1.8819999999999998e-16								HicB_like antitoxin of bacterial toxin-antitoxin system [PF15919.5]; HicB_like antitoxin of bacterial toxin-antitoxin system [PF15970.5]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_11	PKUV01	ENA|PKUV01000176|PKUV01000176.1	11	7301	7771	-1	C	K02652	aba:Acid345_1576  type II secretion system protein E; K02652 type IV pilus assembly protein PilB	False	0.774	248.0	1.466e-73												0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_12	PKUV01	ENA|PKUV01000176|PKUV01000176.1	12	7746	8897	-1	A	K02652	aba:Acid345_1576  type II secretion system protein E; K02652 type IV pilus assembly protein PilB	True	0.735	488.0	4.792999999999997e-152								Type II/IV secretion system protein [PF00437.20]; Type II secretion system (T2SS), protein E, N-terminal domain [PF05157.15]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_13	PKUV01	ENA|PKUV01000176|PKUV01000176.1	13	8966	10174	-1	A	K02653	aba:Acid345_1575  type II secretion system protein; K02653 type IV pilus assembly protein PilC	True	0.561	430.0	1.2489999999999992e-131								Type II secretion system (T2SS), protein F [PF00482.23]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_14	PKUV01	ENA|PKUV01000176|PKUV01000176.1	14	10381	11049	-1	C	K03634	aba:Acid345_1574  outer membrane lipoprotein carrier protein LolA; K03634 outer membrane lipoprotein carrier protein	False	0.5589999999999999	235.0	1.2689999999999994e-67								Outer membrane lipoprotein carrier protein LolA [PF03548.15]; Predicted periplasmic protein (DUF2092) [PF09865.9]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_15	PKUV01	ENA|PKUV01000176|PKUV01000176.1	15	11190	11921	-1	C		aba:Acid345_3216  hypothetical protein	False	0.468	200.0	4.2639999999999994e-55								Histone methylation protein DOT1 [PF08123.13]				0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_16	PKUV01	ENA|PKUV01000176|PKUV01000176.1	16	12038	12973	-1	C		aba:Acid345_1573  hypothetical protein	False	0.488	263.0	7.343999999999997e-76												0
PKUV01_ENA|PKUV01000176|PKUV01000176.1_17	PKUV01	ENA|PKUV01000176|PKUV01000176.1	17	12970	13746	-1	C		aba:Acid345_1572  hypothetical protein	False	0.632	322.0	3.6969999999999987e-97								ABC-2 family transporter protein [PF12679.7]				0
